Client family name	Date Time of recording	Time of sample in recording	Time of sample in annot	Prompt	Annotation Title	X0 DLC_Tongue	Y0 DLC_Tongue	X1 DLC_Tongue	Y1 DLC_Tongue	X2 DLC_Tongue	Y2 DLC_Tongue	X3 DLC_Tongue	Y3 DLC_Tongue	X4 DLC_Tongue	Y4 DLC_Tongue	X5 DLC_Tongue	Y5 DLC_Tongue	X6 DLC_Tongue	Y6 DLC_Tongue	X7 DLC_Tongue	Y7 DLC_Tongue	X8 DLC_Tongue	Y8 DLC_Tongue	X9 DLC_Tongue	Y9 DLC_Tongue	X10 DLC_Tongue	Y10 DLC_Tongue	X0 DLC_HyoidMandible	Y0 DLC_HyoidMandible	X1 DLC_HyoidMandible	Y1 DLC_HyoidMandible	X0 DLC_ShorttendonMandible	Y0 DLC_ShorttendonMandible	X1 DLC_ShorttendonMandible	Y1 DLC_ShorttendonMandible
eu01	08/05/2024 11:55:43	1.0850	0.0250	Eta guai zakukada hitza esanko dot	a	-1.0164	-47.2827	-7.4590	-37.3522	-11.3029	-26.3140	-13.4024	-16.6122	-11.6409	-4.7528	-3.9675	4.8729	7.5120	4.7957	13.7419	4.3853	20.6502	4.8245	26.2876	4.3173	32.6594	2.8208	6.2846	-52.2181	46.8901	-34.7284	37.9174	-28.1101	46.8901	-34.7284
eu01	08/05/2024 11:55:43	1.2100	0.0300	Eta guai zakukada hitza esanko dot	u	2.1722	-43.0091	-5.5419	-32.7061	-11.2103	-21.9150	-14.0970	-11.0365	-11.6058	0.3652	-3.4342	9.3083	8.8334	7.3674	14.3082	5.2241	20.2586	3.9359	26.1203	2.3364	30.8506	0.0572	4.8785	-52.2842	43.0333	-32.6049	37.0829	-26.2599	43.0333	-32.6049
eu01	08/05/2024 11:55:49	1.1250	0.0250	Eta guai enpapatu hitza esanko dot	a	-2.0451	-53.2005	-8.8836	-44.3790	-12.1829	-33.3488	-12.9680	-22.5910	-9.2821	-11.9756	-0.5819	-3.9803	11.3532	0.1972	17.8218	2.3342	23.2959	3.8357	28.3202	6.4520	33.3198	9.7320	8.8746	-54.4720	48.2091	-36.1690	41.6462	-27.8565	48.2091	-36.1690
eu01	08/05/2024 11:55:49	0.9800	0.0300	Eta guai enpapatu hitza esanko dot	a	-5.2133	-51.1060	-12.2549	-43.4735	-17.3245	-33.6865	-18.0867	-22.8850	-13.8400	-13.2177	-3.4249	-4.7294	8.1441	-2.9878	14.8761	-1.7992	21.6129	-1.0319	27.6494	-0.2657	33.4530	-0.3973	7.4590	-52.1457	45.2824	-31.9161	41.1614	-25.4675	45.2824	-31.9161
eu01	08/05/2024 11:55:49	0.8150	0.0250	Eta guai enpapatu hitza esanko dot	e	-2.0629	-53.3999	-8.6364	-42.7320	-11.7595	-31.3470	-10.5595	-19.4692	-5.9370	-8.2669	3.5140	1.2424	15.9413	2.8633	22.1618	1.5304	27.9079	0.9590	33.3089	0.6368	40.1653	0.0610	8.4814	-54.1766	45.6318	-32.7650	37.5089	-25.7565	45.6318	-32.7650
eu01	08/05/2024 11:55:49	1.2450	0.0250	Eta guai enpapatu hitza esanko dot	u	2.0915	-46.5944	-4.9946	-34.5405	-6.2523	-22.1534	-4.8500	-10.1945	-2.4957	1.6890	5.1855	12.7719	17.6130	14.5528	22.5519	13.0632	28.1385	11.9702	33.4452	11.1158	39.0027	10.0512	7.1309	-56.2158	44.4455	-31.3167	37.0456	-24.4877	44.4455	-31.3167
eu01	08/05/2024 11:55:54	1.0900	0.0200	Eta guai zeiti hitza esanko dot	e	1.7250	-49.2825	-2.7968	-36.6072	-1.0151	-21.9297	0.3457	-10.4289	1.3714	3.0107	7.0594	13.9131	19.3367	16.4204	24.8151	14.9614	29.7223	14.8910	34.8266	14.0827	40.5504	13.4496	9.9119	-57.5283	46.0675	-33.5799	39.1478	-27.1642	46.0675	-33.5799
eu01	08/05/2024 11:55:54	1.2800	0.0200	Eta guai zeiti hitza esanko dot	i	2.2044	-51.1516	-2.7351	-39.3659	-1.6125	-25.0965	-1.0234	-12.4736	-1.6008	0.8108	3.7418	12.3328	14.0756	14.3859	19.7274	14.2377	24.8668	14.5458	29.8566	13.9963	34.8497	13.4244	9.6198	-58.8882	44.8434	-33.4741	38.9100	-26.8269	44.8434	-33.4741
eu01	08/05/2024 11:55:54	1.1450	0.0350	Eta guai zeiti hitza esanko dot	i	2.8744	-48.4213	-2.4341	-36.4108	-1.0081	-22.5241	0.1500	-10.4425	1.3503	1.5475	6.5905	13.3332	18.2075	14.9877	23.4469	14.3908	27.9933	14.2979	33.1635	13.7769	39.3037	13.8073	10.9340	-56.2267	45.5676	-32.4319	38.6988	-26.3393	45.5676	-32.4319
eu01	08/05/2024 11:55:59	0.9450	0.0350	Eta guai apetitu hitza esanko dot	a	-2.7904	-52.3324	-9.4804	-41.1707	-11.1125	-29.2928	-7.9207	-17.7673	-3.6690	-6.2066	4.8818	3.9388	16.7036	7.0164	22.1963	5.8663	27.2935	4.4978	32.6219	4.0255	38.1883	2.9830	8.0707	-53.3397	46.2753	-33.0921	39.0317	-26.5206	46.2753	-33.0921
eu01	08/05/2024 11:55:59	1.0950	0.0350	Eta guai apetitu hitza esanko dot	e	1.8537	-50.2508	-3.1299	-37.5828	-3.5305	-23.6206	-2.1478	-9.7278	0.2854	2.2986	7.9909	12.4585	20.2033	13.4119	25.1739	13.0420	30.6020	13.2943	36.9065	13.2357	41.8451	13.1119	9.2854	-58.4267	44.2698	-33.7867	38.3173	-27.1570	44.2698	-33.7867
eu01	08/05/2024 11:55:59	1.2250	0.0450	Eta guai apetitu hitza esanko dot	i	2.7099	-48.6347	-1.1533	-38.6684	-2.7868	-27.1486	-2.6794	-16.6732	-3.1683	-4.4715	3.2038	7.1211	13.1307	10.2646	18.3546	10.9151	24.0937	12.0083	29.3410	13.3471	34.3878	14.5199	9.3144	-59.0387	45.9166	-31.3880	37.9984	-26.2693	45.9166	-31.3880
eu01	08/05/2024 11:55:59	1.3850	0.0450	Eta guai apetitu hitza esanko dot	u	4.2956	-47.8718	-0.1807	-37.8103	-3.1120	-25.3809	-3.2422	-14.0577	-3.4192	-0.4038	2.9659	11.4177	12.2678	13.1502	17.9686	12.5299	25.1506	12.5617	30.0342	10.9119	33.8440	11.6812	11.6056	-56.8782	44.3619	-33.8831	38.0053	-27.9515	44.3619	-33.8831
eu01	08/05/2024 11:56:04	1.1650	0.0250	Eta guai putzu hitza esanko dot	u	2.9401	-47.3648	-3.0444	-34.7706	-4.3423	-22.7271	-5.0287	-10.4772	-4.4760	2.0505	3.5989	12.1599	14.7098	13.6755	20.1723	13.4911	25.2355	13.4594	30.5238	13.1482	36.4818	12.3177	9.9355	-57.7660	45.4767	-30.5714	38.0649	-27.1137	45.4767	-30.5714
eu01	08/05/2024 11:56:04	0.9800	0.0400	Eta guai putzu hitza esanko dot	u	6.5503	-46.4163	4.0239	-36.3343	-1.2430	-26.5904	-8.3543	-16.5909	-7.4036	-3.9385	1.3636	1.1013	11.6071	4.0385	16.8547	5.4089	21.7093	6.8584	26.4701	8.1691	31.6227	10.3318	8.6936	-56.4765	43.5823	-34.4610	36.4199	-27.3861	43.5823	-34.4610
eu01	08/05/2024 11:56:10	1.3300	0.0300	Eta guai pasa hitza esanko dot	a	0.7442	-50.3441	-4.3259	-37.0161	-3.8923	-22.8311	-2.2482	-9.6870	-1.4396	3.4979	6.2503	13.3411	18.0047	14.8708	22.6299	13.7081	27.8513	13.0499	33.9280	11.7222	39.7875	10.6321	11.4419	-56.0232	45.7263	-33.0743	38.8296	-26.2205	45.7263	-33.0743
eu01	08/05/2024 11:56:10	1.1550	0.0450	Eta guai pasa hitza esanko dot	a	-4.7350	-52.5075	-12.1267	-42.9632	-13.4816	-31.9995	-10.1676	-21.1567	-5.0072	-9.7270	3.3751	-1.0951	16.1968	3.9627	23.0169	5.3191	28.1891	7.2196	34.0531	8.4998	39.8204	9.2687	6.4686	-52.9677	42.9844	-35.0226	36.1628	-30.3160	42.9844	-35.0226
eu01	08/05/2024 11:56:32	1.2600	0.0200	Eta guai kasoitaile hitza esanko dot	a	-0.0578	-50.2145	-7.2546	-38.4075	-6.0877	-24.8515	-1.7132	-12.2057	-0.5564	0.5966	4.5842	12.4635	16.2810	15.7659	21.6086	14.8406	26.4110	14.1128	32.0315	13.3265	37.2453	11.3947	8.6975	-54.9268	41.5733	-32.9521	35.9428	-26.9912	41.5733	-32.9521
eu01	08/05/2024 11:56:32	0.9650	0.0250	Eta guai kasoitaile hitza esanko dot	a	-4.7519	-52.9083	-11.6634	-42.8974	-13.6956	-31.9513	-10.4101	-20.7041	-5.8114	-8.7239	3.6359	0.8135	16.7319	6.3094	23.2489	8.4316	28.9156	9.9087	37.1999	11.7358	43.1246	10.0462	8.0524	-53.8223	47.6234	-35.1198	41.9673	-27.2989	47.6234	-35.1198
eu01	08/05/2024 11:56:32	1.4650	0.0350	Eta guai kasoitaile hitza esanko dot	e	2.3784	-50.1178	-1.8254	-38.9457	-0.7394	-23.8009	-0.6851	-13.1961	-1.8970	1.6660	3.2944	12.3170	13.3820	15.9348	18.5810	15.3604	23.2813	14.3617	28.0391	12.6295	33.3258	10.5428	11.5806	-57.1803	45.5909	-31.1422	37.9380	-26.8372	45.5909	-31.1422
eu01	08/05/2024 11:56:32	1.3300	0.0500	Eta guai kasoitaile hitza esanko dot	i	0.6714	-51.2466	-6.1164	-40.8257	-7.3779	-27.9808	-5.0693	-17.2301	-3.8284	-4.5083	1.3360	7.5203	13.1941	11.5653	18.9697	12.8464	24.2272	13.9008	30.1381	14.1947	36.4077	13.8586	10.7281	-52.7387	42.4432	-34.2577	34.9391	-27.6669	42.4432	-34.2577
eu01	08/05/2024 11:56:32	1.1500	0.0300	Eta guai kasoitaile hitza esanko dot	i	1.7536	-50.9755	-4.8287	-40.0177	-5.5077	-27.9374	-2.3005	-16.8241	-0.1056	-5.3684	5.1055	6.0613	15.7898	9.5065	21.1468	10.0919	26.1690	11.2143	31.6964	11.4130	37.5268	11.8471	9.7725	-56.5811	42.0601	-32.1051	36.5831	-26.2060	42.0601	-32.1051
eu01	08/05/2024 11:56:32	1.0950	0.0250	Eta guai kasoitaile hitza esanko dot	o	0.8081	-51.5878	-5.1953	-38.9165	-4.1572	-25.1181	-0.6215	-11.8961	-0.8863	0.8836	4.5299	13.1736	16.5418	16.5649	21.7823	15.8216	26.6453	15.3245	32.1633	14.4029	38.2442	13.4987	10.7050	-57.2771	43.8963	-28.6442	36.8895	-23.4050	43.8963	-28.6442
